,note,pro,con,anonymous,tutorial,topic,month,date
685,5,"Strict, explicit instructions on what settings to enter into which category, leaving no room for ambiguity.","Specifying where exactly to find ""Support vector machines (SVMs) for classification"". This entry shows up both under Statistics and Machine Learning, and with no immediate indication of which one to use - likely because they're both the same tool.",,Basics of machine learning,Statistics and machine learning,2020-04,2020-04-25
686,4,"Exhaustive and extensive introductory chapter, easing readers into complex concepts without the need for in-depth prior knowledge.","The English used in the introductory section is spotty, containing grammatical errors and incorrect use of prepositions in many places. It misattributes terminology to mathematics when said terms more properly belong to neural networks or programming. The text contains types, such as Figure 1 being referred to as Figure 3 in at least one place.",,Introduction to deep learning,Statistics and machine learning,2020-04,2020-04-25
687,5,,,,A short introduction to Galaxy,Introduction to Galaxy Analyses,2020-04,2020-04-27
688,5,,,,A short introduction to Galaxy,Introduction to Galaxy Analyses,2020-04,2020-04-27
689,5,,,,A short introduction to Galaxy,Introduction to Galaxy Analyses,2020-05,2020-05-02
690,5,,,,Visualization of RNA-Seq results with heatmap2,Transcriptomics,2020-05,2020-05-02
691,5,Having comprehension questions after each part of the lessons,,,A short introduction to Galaxy,Introduction to Galaxy Analyses,2020-05,2020-05-05
692,3,Tutorial includes code steps very clearly.,This is focused for paid distros.  Centos 7/8 builds do not work due to package requirements and availability,,Galaxy Installation with Ansible,Galaxy Server administration,2020-05,2020-05-05
694,5,,,,Annotating a protein list identified by LC-MS/MS experiments,Proteomics,2020-05,2020-05-06
695,5,,,,Analyses of metagenomics data - The global picture,Metagenomics,2020-05,2020-05-06
696,4,,,,Using dataset collections,Using Galaxy and Managing your Data,2020-05,2020-05-07
697,4,,,,A short introduction to Galaxy,Introduction to Galaxy Analyses,2020-05,2020-05-08
698,4,,"The difference between galaxy_server_dir and galaxy_root is unclear. Should they be nested? Which of these is needed in a shared file-system? Maybe provide best-practice values for both, so it becomes more clear how they interact with each other.",,Galaxy Installation with Ansible,Galaxy Server administration,2020-05,2020-05-08
699,5,,,,Clustering 3K PBMCs with Scanpy,Transcriptomics,2020-05,2020-05-08
700,5,clarity of the text,improving my knowledge about galaxy panel,,A short introduction to Galaxy,Introduction to Galaxy Analyses,2020-05,2020-05-08
701,4,it is hands on course,I did not understand meaning of many options.,,16S Microbial Analysis with mothur (extended),Metagenomics,2020-05,2020-05-12
702,4,,,,Genome Annotation,Genome Annotation,2020-05,2020-05-13
703,5,,,,A short introduction to Galaxy,Introduction to Galaxy Analyses,2020-05,2020-05-13
704,5,Well explained and simple to understand,,,Visualization of RNA-Seq results with Volcano Plot,Transcriptomics,2020-05,2020-05-14
705,5,It's easy to understand.,,,A short introduction to Galaxy,Introduction to Galaxy Analyses,2020-05,2020-05-15
706,5,questions and answers,not sure,,A short introduction to Galaxy,Introduction to Galaxy Analyses,2020-05,2020-05-15
707,5,,,,Galaxy Monitoring with Telegraf and Grafana,Galaxy Server administration,2020-05,2020-05-15
708,5,"For a biologist, getting a headstart in NGS analysis with user-friendly GI. Looking forward to learn more :)",i like it so far. Everything was organised perfectly.,,Visualization of RNA-Seq results with Volcano Plot,Transcriptomics,2020-05,2020-05-18
709,5,,,,Visualization of RNA-Seq results with Volcano Plot,Transcriptomics,2020-05,2020-05-18
710,5,Every step is explained properly and easy to follow.,,,Visualization of RNA-Seq results with heatmap2,Transcriptomics,2020-05,2020-05-18
711,5,"Detailed, organised and very easy to follow plus the additional questions and answers are good.","It was good. More explanation on when to choose along with explanation of different options available in drop downs (but for this, the ones interested can go to links to figure out details too)",,Visualization of RNA-Seq results with heatmap2,Transcriptomics,2020-05,2020-05-18
712,4,,,,Mapping,Sequence analysis,2020-05,2020-05-18
713,5,I liked examples that I could use for practice.,I would like to see more information about adapter detection and removal.,,Quality Control,Sequence analysis,2020-05,2020-05-18
714,5,Clarity ,,,Quality Control,Sequence analysis,2020-05,2020-05-20
715,5,,,,A short introduction to Galaxy,Introduction to Galaxy Analyses,2020-05,2020-05-20
716,4,,"Analysis of Rg, Hydrogen bonds can also be explained",,Analysis of molecular dynamics simulations,Computational chemistry,2020-05,2020-05-21
717,5,Extremely clear and easy to follow,Maybe add the subheadings in the tool library under which the specific tools can be found,,Protein FASTA Database Handling,Proteomics,2020-05,2020-05-22
718,5,,,,A short introduction to Galaxy,Introduction to Galaxy Analyses,2020-05,2020-05-22
719,5,,,,Galaxy 101,Introduction to Galaxy Analyses,2020-05,2020-05-23
720,5,,,,From peaks to genes,Introduction to Galaxy Analyses,2020-05,2020-05-24
721,5,,,,From peaks to genes,Introduction to Galaxy Analyses,2020-05,2020-05-24
723,5,straight forward easy to follow,,,Reference-based RNA-Seq data analysis,Transcriptomics,2020-05,2020-05-25
725,5,Quite easy to follow,Bit more interpretation of output,,ATAC-Seq data analysis,Epigenetics,2020-05,2020-05-28
726,5,,,,Metatranscriptomics analysis using microbiome RNA-seq data,Metagenomics,2020-05,2020-05-28
727,5,Detailed explanation of each step,Comparison of two ATAC-Seq datasets,,ATAC-Seq data analysis,Epigenetics,2020-05,2020-05-29
728,5,everything works as expected,,,A short introduction to Galaxy,Introduction to Galaxy Analyses,2020-06,2020-06-01
729,5,Well explained/detailed,,,A short introduction to Galaxy,Introduction to Galaxy Analyses,2020-06,2020-06-01
730,5,,,,A short introduction to Galaxy,Introduction to Galaxy Analyses,2020-06,2020-06-01
731,5,Hands-on,,,A short introduction to Galaxy,Introduction to Galaxy Analyses,2020-06,2020-06-01
733,1,,,,R basics in Galaxy,Foundations of Data Science,2020-06,2020-06-07
734,5,it includes a lot of details,it will be better to include more exercises,,A short introduction to Galaxy,Introduction to Galaxy Analyses,2020-06,2020-06-07
735,5,,,,Clustering in Machine Learning,Statistics and machine learning,2020-06,2020-06-07
736,5,Thank you so much for providing the related material for R,,,R basics in Galaxy,Foundations of Data Science,2020-06,2020-06-07
737,5,The pace and the content covered are great!!!,,,An Introduction to Genome Assembly,Assembly,2020-06,2020-06-09
738,1,I like that it exists,It is either outdated for the current Galaxy modules or the Galaxy interface has had major changes. Many steps in this tutorial do not match up to Galaxy- I am unable to produce any results.,,CLIP-Seq data analysis from pre-processing to motif detection,Transcriptomics,2020-06,2020-06-09
739,5,It was a very good explanation!,,,A short introduction to Galaxy,Introduction to Galaxy Analyses,2020-06,2020-06-09
740,5,Very interactive and gave detailed instructions about what to do and why. Very beginner friendly,Give brief introduction about the files extensions (for example what is a FASTQ/FASTA file?),,16S Microbial Analysis with mothur (extended),Metagenomics,2020-06,2020-06-09
741,1,Very little,Incredibly hard to follow,,From peaks to genes,Introduction to Galaxy Analyses,2020-06,2020-06-11
742,5,I like the brief but detailed and easy to understand instructions with explanations,the section on Visualize the overlapping genes could do with some improvement. I struggled to understand what scale track was and how to click it at the begining but eventually got around it. Maybe other users found it easy but that was my challenge.,,Introduction to Genomics and Galaxy,Introduction to Galaxy Analyses,2020-06,2020-06-11
743,4,I liked that it was very specific and went step by step on how to do everything. nothing was left out.,I would like to know how to take the vcf file and identify polymorphic sites in all three individuals. ,,Exome sequencing data analysis for diagnosing a genetic disease,Variant Analysis,2020-06,2020-06-12
744,5,Very clear,"Slightly outdated, some tool locations seem to have changed",,Introduction to Genomics and Galaxy,Introduction to Galaxy Analyses,2020-06,2020-06-12
745,4,,,,Calling variants in non-diploid systems,Variant Analysis,2020-06,2020-06-16
746,4,,,,A short introduction to Galaxy,Introduction to Galaxy Analyses,2020-06,2020-06-16
747,4,,,,Quality Control,Sequence analysis,2020-06,2020-06-17
748,4,,,,Quality Control,Sequence analysis,2020-06,2020-06-18
749,5,,,,Visualization of RNA-Seq results with Volcano Plot,Transcriptomics,2020-06,2020-06-19
750,5,Being able to follow through.,"Some links with good explanations to what these new bioinformatic terms are for beginners . Overall, it was great, thank you!",,A short introduction to Galaxy,Introduction to Galaxy Analyses,2020-06,2020-06-19
751,5,,,,Exome sequencing data analysis for diagnosing a genetic disease,Variant Analysis,2020-06,2020-06-19
752,5,"Basically I love all of them, It's simple, clear and easy to follow.","Would be nice to have more complex examples to follow, if that possible",,Deploying a compute cluster in OpenStack via Terraform,Galaxy Server administration,2020-06,2020-06-20
753,3,,Tutorial steps are different in the latest Galaxy and should take a review,,Regression in Machine Learning,Statistics and machine learning,2020-06,2020-06-20
754,5,,,,A short introduction to Galaxy,Introduction to Galaxy Analyses,2020-06,2020-06-21
755,5,Clear directions for execution and correlation of results.,,,Galaxy 101 for everyone,Introduction to Galaxy Analyses,2020-06,2020-06-22
756,5,clear self-explanatory steps for execution,N.A,,Regression in Machine Learning,Statistics and machine learning,2020-06,2020-06-23
757,3,It's nice that the output plots are shown and some parts/questions are hidden and you just need to open them if you dont know. ,"At the beginning, all files are renamed which helps to follow the tutorial, but later on, this parts are being skipped and you can get lost  it is very bad to find the tools for first use. the search box is not working properly. I know its a galaxy problem, but you should state in the tutorial were to find the tools!",,Regression in Machine Learning,Statistics and machine learning,2020-06,2020-06-23
758,5,"The description of each step is really clear. In the end the ""key points"" is also good.",,,Regression in Machine Learning,Statistics and machine learning,2020-06,2020-06-23
759,5,Clarity and detail.,Nothing I can think of...,,Regression in Machine Learning,Statistics and machine learning,2020-06,2020-06-23
760,4,,,,From peaks to genes,Introduction to Galaxy Analyses,2020-06,2020-06-23
761,4,,,,Regression in Machine Learning,Statistics and machine learning,2020-06,2020-06-23
762,5,,,,Quality Control,Sequence analysis,2020-06,2020-06-23
